"Frequency";"S11-Gain (dB)";"S11-Phase (Â°)";"S11-S-Real";"S11-S-Imaginary"
"7e+08";"-5.0111372409757475";"-85.79440729216998";"0.04118676355616963";"-0.5601084777931757"
"7.04e+08";"-5.237896340204383";"-87.01292519224171";"0.02851227673931547";"-0.5464050602126886"
"7.08e+08";"-5.644995937923762";"-90.53007427249214";"-0.004830122010993908";"-0.5220734610851845"
"7.12e+08";"-6.060321879074834";"-92.3629357665895";"-0.02052060086301783";"-0.49729543520154607"
"7.16e+08";"-6.562916236820504";"-94.65822474373455";"-0.038148146952699594";"-0.4681847680242844"
"7.2e+08";"-6.85980852369732";"-98.36567305943737";"-0.06604556308403628";"-0.44912143151414263"
"7.24e+08";"-7.580837568703127";"-100.4528489088445";"-0.07579810895735828";"-0.4108566608425526"
"7.28e+08";"-8.107295315868821";"-101.53305401349584";"-0.07861767519470451";"-0.3852803782885564"
"7.32e+08";"-8.923796718694879";"-105.92011774387261";"-0.09818181277941639";"-0.3442111766324099"
"7.36e+08";"-9.793861352624852";"-107.90216754773763";"-0.09954062539180988";"-0.30814385023911706"
"7.4e+08";"-10.793701727160299";"-109.76399544096085";"-0.0975932871059705";"-0.2716111924883381"
"7.44e+08";"-12.286508895917208";"-110.38769889410952";"-0.08466741748345001";"-0.22781351847682"
"7.48e+08";"-13.759772002321842";"-113.45082682290318";"-0.08163057638153726";"-0.1881789590888293"
"7.52e+08";"-15.129720865319566";"-111.3605452893727";"-0.06381110998138106";"-0.16315739255978137"
"7.56e+08";"-17.23737430078968";"-106.62385451440089";"-0.039321484943436055";"-0.13170099605985275"
"7.6e+08";"-19.133676931493056";"-99.9998431520763";"-0.01918578798225455";"-0.10880975239395588"
"7.64e+08";"-21.21836964511268";"-86.31670985073931";"0.0055833601924050605";"-0.08673282848652913"
"7.68e+08";"-22.759108001883625";"-86.18788193481141";"0.0048391361616438025";"-0.07262441179403518"
"7.72e+08";"-24.646196377923676";"-63.49690484525038";"0.026137537597868833";"-0.0524166989144712"
"7.76e+08";"-23.323638764181123";"-36.820839596553";"0.054599251664968554";"-0.04087643995820801"
"7.8e+08";"-23.791935878698965";"-19.657143155466414";"0.06085918314849404";"-0.02173939784172636"
"7.84e+08";"-22.30843077769962";"4.460651050128825";"0.07642949304226261";"0.005962319897180805"
"7.88e+08";"-19.329420864329578";"10.168042597664675";"0.10632953001493427";"0.019070481705382173"
"7.92e+08";"-17.556877306150835";"16.390310717304224";"0.12709794086097767";"0.03738360407408692"
"7.96e+08";"-16.450696530386786";"20.313178379079883";"0.1411170931292325";"0.05223770009292395"
"8e+08";"-14.088585072728726";"18.985421567239218";"0.18675784120043276";"0.06425273348434489"
"8.04e+08";"-12.808520225928019";"16.78985667329619";"0.21910591322322379";"0.06610965252207181"
"8.08e+08";"-11.417793686957506";"14.253576272358929";"0.26033387695193433";"0.06613367983282932"
"8.12e+08";"-10.118811031501362";"12.432544118616066";"0.3046169039819624";"0.06715577967451039"
"8.16e+08";"-9.35635313575459";"7.526749856100685";"0.33761689180875076";"0.04460847313851674"
"8.2e+08";"-8.818181526474579";"5.006772289633115";"0.3609363777545942";"0.03162083052985463"
"8.24e+08";"-8.301209094816342";"2.897203870698526";"0.3840467425831457";"0.01943617853064575"
"8.28e+08";"-7.705268307234142";"0.18006204217189203";"0.41184560899990746";"0.001294301363637946"
"8.32e+08";"-7.316863439057748";"-2.7645982711118333";"0.4301808479356014";"-0.02077292697957647"
"8.36e+08";"-6.922594457316911";"-4.847305363282475";"0.4490701717153274";"-0.038082884058357545"
"8.4e+08";"-6.6415657645229675";"-6.189418140088456";"0.46278871020851475";"-0.05018846386117868"
"8.44e+08";"-6.2119858612834244";"-9.44685784032804";"0.4824703346853133";"-0.08027789048448526"
"8.48e+08";"-6.168928748187563";"-12.225415408695909";"0.48038701909571485";"-0.1040864237305967"
"8.52e+08";"-5.953221569232637";"-13.91657035614341";"0.48910288282022935";"-0.12119085238674736"
"8.56e+08";"-5.71954047386707";"-16.328028662715987";"0.4967569297719381";"-0.14552571914395673"
"8.6e+08";"-5.653700966183813";"-18.623571169621485";"0.4942617608704394";"-0.16656385714652594"
"8.64e+08";"-5.509016487528324";"-21.876571106162665";"0.49214362214115465";"-0.1976067416303012"
"8.68e+08";"-5.426813672368219";"-23.90603945691172";"0.48944723024602915";"-0.2169548838781458"
"8.72e+08";"-5.5816733871185376";"-25.534553516006905";"0.47454735493943706";"-0.22669887410501183"
"8.76e+08";"-5.537728444819125";"-29.47330238918432";"0.4601768676989829";"-0.26007255785247935"
"8.8e+08";"-5.47849089859623";"-32.4454330331225";"0.44912566062708603";"-0.2855236309396223"
"8.84e+08";"-5.537364476006142";"-33.326316638193916";"0.44167912199170783";"-0.2904194462912122"
"8.88e+08";"-5.609943183742257";"-35.0967073611792";"0.4288971546388146";"-0.30139714827598835"
"8.92e+08";"-5.677755979128314";"-37.95380160151936";"0.41012638196809953";"-0.31989363572967455"
"8.96e+08";"-5.814984667633718";"-39.720937314797304";"0.3937956291041345";"-0.32717859305552216"
"9e+08";"-5.9685632194309175";"-41.134165996497686";"0.3788485054456836";"-0.3308886525941878"
"9.04e+08";"-5.806749293185146";"-44.2188653344094";"0.36727252236989644";"-0.35739228545259943"
"9.08e+08";"-5.78032092476379";"-45.637381763761155";"0.35940452259784483";"-0.3674911418477177"
"9.12e+08";"-5.830570044222655";"-48.001152711239875";"0.3419579374266375";"-0.3797981307687356"
"9.16e+08";"-5.877517242517953";"-50.221037250929584";"0.32522736844921035";"-0.3906415770321244"
"9.2e+08";"-5.669257121859435";"-51.393489242083746";"0.32486261808397593";"-0.40685354298740245"
"9.24e+08";"-5.967100567199831";"-53.71429004463248";"0.2977342881785097";"-0.4055280636726026"
"9.28e+08";"-6.135522401643816";"-54.70720606003249";"0.28508054046267844";"-0.4027410795396962"
"9.32e+08";"-6.054485712849069";"-56.04275872314471";"0.2781995815602116";"-0.41311252644523194"
"9.36e+08";"-6.1915065572801495";"-57.005578338458264";"0.26697360110696994";"-0.41119093375372917"
"9.4e+08";"-6.157857161590031";"-58.221505609649405";"0.2591900403253989";"-0.4183813002020007"
"9.44e+08";"-6.1508666457379855";"-57.97651178910175";"0.26118676432729737";"-0.4176051542486817"
"9.48e+08";"-6.088260179699276";"-59.459600799099704";"0.2521014283394979";"-0.4272940607936049"
"9.52e+08";"-6.2704384764876195";"-60.2108456861108";"0.24136157676244593";"-0.4216261160092576"
"9.56e+08";"-6.3642296307918";"-61.939273712153586";"0.22608013166884905";"-0.4241098781509329"
"9.6e+08";"-6.413189155026927";"-61.1313870660103";"0.23073328780202662";"-0.418514340795095"
"9.64e+08";"-6.166658591116713";"-62.872999849170654";"0.22418057049936493";"-0.43757864365453397"
"9.68e+08";"-6.281957234246741";"-64.48034662050918";"0.20902521217125702";"-0.4378438968517052"
"9.72e+08";"-6.565653668558479";"-65.41237168943486";"0.1953884134718049";"-0.4270088862910395"
"9.76e+08";"-6.40666352387359";"-66.87658065146573";"0.18782014164622127";"-0.4398398956275817"
"9.8e+08";"-6.748462519975249";"-66.86599415504254";"0.18065088064040113";"-0.422834480428822"
"9.84e+08";"-6.823366591508718";"-69.31364802787408";"0.16103352876014143";"-0.42647006758790507"
"9.88e+08";"-7.367064830730122";"-68.49695449499156";"0.15695703642247452";"-0.3983965478769433"
"9.92e+08";"-7.61014423385205";"-67.89468385089147";"0.15668910927542204";"-0.38577605518824704"
"9.96e+08";"-7.585483727383684";"-69.12120465938871";"0.14881751411578026";"-0.39014774293632803"
"1e+09";"-7.909526060180658";"-69.46799594047984";"0.14109033601331092";"-0.3767216209679892"
"1.004e+09";"-7.92197458703524";"-68.91603468699962";"0.14450564377132755";"-0.3748074065112246"
"1.008e+09";"-8.004211419153334";"-71.23841557188335";"0.127981505743065";"-0.37677106900849333"
"1.012e+09";"-8.457571710183128";"-70.43212482878224";"0.12649309028070385";"-0.355865129485583"
"1.016e+09";"-8.734429840166829";"-71.45281019872863";"0.1163650399377374";"-0.3468288738611304"
"1.02e+09";"-9.022003092553382";"-72.61345774444266";"0.10575590797121813";"-0.33774549624259703"
"1.024e+09";"-9.157141215818319";"-73.25051109538325";"0.10041958443463879";"-0.3336685344205764"
"1.028e+09";"-9.36637077351349";"-75.27072085446598";"0.08648607431537961";"-0.32898029615060115"
"1.032e+09";"-9.667587312618661";"-76.06898983118711";"0.07910301580211875";"-0.3189002065961438"
"1.036e+09";"-10.041339285783778";"-76.04016045733647";"0.07592511535116157";"-0.3054308769436095"
"1.04e+09";"-10.284332597055359";"-77.64633993303717";"0.0654766122516593";"-0.2989574012608098"
"1.044e+09";"-10.649111487225662";"-78.29602492018608";"0.059529281150186256";"-0.28735562735584547"
"1.048e+09";"-10.926912329264045";"-80.73280843747669";"0.0457703945061174";"-0.28051022405322945"
"1.052e+09";"-11.410210320259875";"-81.67897936110238";"0.03890592280126433";"-0.26600716040026867"
"1.056e+09";"-11.981552088794896";"-81.18382408744081";"0.03858023801150147";"-0.24874864234335206"
"1.06e+09";"-12.15332869865974";"-78.42071213123025";"0.04953731094275122";"-0.24177064298705944"
"1.064e+09";"-12.737901939124095";"-76.12711128116622";"0.055321936664544734";"-0.22400004780674698"
"1.068e+09";"-12.844084431587499";"-76.60689412206911";"0.05279492580244329";"-0.22172824385300294"
"1.072e+09";"-13.325193178439992";"-76.50249245315331";"0.050332313635925524";"-0.20968935899823507"
"1.076e+09";"-13.906679809761277";"-76.11270948757985";"0.04840611742075049";"-0.19578627446630836"
"1.08e+09";"-14.681631123643166";"-74.91360669332794";"0.0480121622336787";"-0.1781091479801321"
"1.084e+09";"-15.440170844932194";"-73.23071296213993";"0.04877140438632857";"-0.1618521900896193"
"1.088e+09";"-15.799848319460514";"-69.27995644891514";"0.05738097813548059";"-0.15169384273475942"
"1.092e+09";"-16.29571678738316";"-61.57517587398747";"0.07291652005950769";"-0.13471674182071192"
"1.096e+09";"-16.236442814326015";"-54.99910085230907";"0.08846650983599329";"-0.12633904985567157"
"1.1e+09";"-16.518079412980974";"-51.70930655707719";"0.09252169306477728";"-0.11719191451114772"
"1.104e+09";"-16.705489071300196";"-46.1886862528105";"0.10116048320802104";"-0.10544748827589566"
"1.108e+09";"-16.666869425012248";"-38.39856500518614";"0.11503006644647343";"-0.0911670165123442"
"1.112e+09";"-15.785324895933194";"-38.98500840480536";"0.12627818883604702";"-0.10220336495904757"
"1.116e+09";"-15.32924962603394";"-31.998710330864625";"0.14519916219679954";"-0.0907259620198944"
"1.12e+09";"-15.482219799890268";"-27.118695567083005";"0.14973050900723717";"-0.076682633603194"
"1.124e+09";"-14.605044999016958";"-26.779218724623735";"0.16614117031717568";"-0.0838483221869296"
"1.128e+09";"-13.693706842525081";"-24.325096344432552";"0.18833858470647563";"-0.08513746433762827"
"1.132e+09";"-12.740651236749436";"-20.204485033928645";"0.21646414820008378";"-0.07966253797364514"
"1.136e+09";"-12.346324203571378";"-19.05912542732259";"0.22813886763904173";"-0.07881794183864271"
"1.14e+09";"-11.333109641087";"-18.189631178945287";"0.257680277169915";"-0.0846692941798876"
"1.144e+09";"-11.178124244033942";"-20.203788077593412";"0.25912795671913325";"-0.09535997598165158"
"1.148e+09";"-10.579142475268482";"-19.846738199443305";"0.2782593459894946";"-0.10043601126945687"
"1.152e+09";"-10.573834932289891";"-22.76950460015937";"0.2729429014179371";"-0.11456372648772897"
"1.156e+09";"-9.966765483566247";"-18.765978760386126";"0.3005650842763016";"-0.1021215877245344"
"1.16e+09";"-9.761548800018279";"-20.47295205759296";"0.3044996406227596";"-0.11368393823346323"
"1.164e+09";"-9.255537023215247";"-19.221182151316217";"0.3253211622444028";"-0.1134236879705407"
"1.168e+09";"-9.023701325214597";"-20.48986136411545";"0.3314601210499148";"-0.1238610137701068"
"1.172e+09";"-8.84928169600023";"-22.492835380702136";"0.33355983611484535";"-0.1381161437523161"
"1.176e+09";"-8.580542114629514";"-21.67907644540459";"0.34602992559045204";"-0.1375556766362789"
"1.18e+09";"-8.499024961516401";"-22.155009442648762";"0.3481272754011104";"-0.14174932505284077"
"1.184e+09";"-8.232199909837123";"-22.284594861919434";"0.3586559685709422";"-0.14698289270933498"
"1.188e+09";"-8.203955755549757";"-23.614070992076883";"0.3563059024825353";"-0.1557704377874564"
"1.192e+09";"-7.9794949926383465";"-24.404750298850626";"0.363392918517938";"-0.16487866785223357"
"1.196e+09";"-7.8849083576723835";"-25.2198581510864";"0.36496338544063656";"-0.17189326042393294"
"1.2e+09";"-7.368448412251852";"-25.5497957196662";"0.3862652104375073";"-0.1846513026058599"
"1.204e+09";"-7.176338766139816";"-26.398587634584867";"0.3920637162351447";"-0.19461007302158112"
"1.208e+09";"-7.0383215381659365";"-28.001335290551758";"0.39265711219679217";"-0.208791228181153"
"1.212e+09";"-6.860885482389863";"-28.33298698069123";"0.399520613645307";"-0.21541648202696298"
"1.216e+09";"-6.542116351796979";"-30.00090256260728";"0.4077752514575296";"-0.23543771601816912"
"1.22e+09";"-6.658219575536193";"-31.67328521676057";"0.395409565467838";"-0.24395530947161181"
"1.224e+09";"-6.483557391025876";"-31.321415727285384";"0.40496224356509186";"-0.24642827118643304"
"1.228e+09";"-6.387724494846702";"-33.326082620400754";"0.40048848740860116";"-0.26333282270188746"
"1.232e+09";"-6.187630980709677";"-33.95623083578797";"0.4068330795949115";"-0.27396042771759865"
"1.236e+09";"-6.124856599616876";"-34.42282249291024";"0.4075232222666945";"-0.2792754714782315"
"1.24e+09";"-5.808813105261739";"-34.64714101361896";"0.4214872267490208";"-0.29127667222258635"
"1.244e+09";"-5.546769474021143";"-37.027020873364656";"0.4215564398526663";"-0.3179773723136891"
"1.248e+09";"-5.415823755272391";"-38.22935567633424";"0.42109209344587917";"-0.3317162923867276"
"1.252e+09";"-5.116538572818326";"-40.28107674720149";"0.42328257003030995";"-0.3587294483631765"
"1.256e+09";"-4.805797129532033";"-42.0008400976024";"0.42734425309491336";"-0.38479383982072074"
"1.26e+09";"-4.463502877074229";"-40.97084480112967";"0.45164450043556154";"-0.39220526503079006"
"1.264e+09";"-4.458705401586799";"-44.05067210228593";"0.43015758196605214";"-0.4161341772580294"
"1.268e+09";"-4.4449536192506605";"-44.487756064542744";"0.4276471233049214";"-0.42006805668799474"
"1.272e+09";"-4.291907194487654";"-46.40555365594212";"0.42069755857632324";"-0.44186171069885977"
"1.276e+09";"-4.167382467719332";"-48.43624555370158";"0.41062090104757865";"-0.4630831679461194"
"1.28e+09";"-4.029303741063231";"-48.76501617907044";"0.4144939969195499";"-0.4728897722128988"
"1.284e+09";"-3.850350029982841";"-50.350042757998466";"0.4096078106108559";"-0.4942527166755517"
"1.288e+09";"-3.6246725575801526";"-51.99559818040607";"0.4056496008449435";"-0.5191256004337046"
"1.292e+09";"-3.4204389463289537";"-52.75355957859583";"0.4082337710586703";"-0.5369238907749828"
"1.296e+09";"-3.1888711849563958";"-54.06851884512798";"0.406498907935304";"-0.5609071176744048"
"1.3e+09";"-3.221009047723121";"-53.75118449707134";"0.40808653743870127";"-0.5565839404622556"
"1.304e+09";"-3.0848894926685184";"-56.822873426124275";"0.3836407512073082";"-0.5867756471055795"
"1.308e+09";"-2.926505027295126";"-56.324554620887476";"0.3958829257578477";"-0.5941528656126516"
"1.312e+09";"-2.700050950702985";"-58.2565075654609";"0.38554943141068265";"-0.6231991110221541"
"1.316e+09";"-2.7914097029670373";"-58.76786210226573";"0.37599658247381046";"-0.6200589656732911"
"1.32e+09";"-2.7107085977182113";"-59.499160944573575";"0.3714875312395774";"-0.6306395625435347"
"1.324e+09";"-2.572746434682519";"-60.96693050249496";"0.36089910648853624";"-0.6501939108636053"
"1.328e+09";"-2.562670280867419";"-61.923207883976566";"0.3504037395376793";"-0.6568881356508075"
"1.332e+09";"-2.5742061973035164";"-63.069580422367245";"0.3367439465627378";"-0.6628860810812797"
"1.336e+09";"-2.6527193951450325";"-63.730307341242494";"0.32611623398149686";"-0.6607257193207046"
"1.34e+09";"-2.605788603730037";"-65.81003664922153";"0.3035593223017465";"-0.6757666980485264"
"1.344e+09";"-2.559750293625294";"-66.19692211392255";"0.30057833001309";"-0.6814031631315057"
"1.348e+09";"-2.657019883190393";"-68.96927121136785";"0.2642922690770897";"-0.687402745168144"
"1.352e+09";"-2.545154120126312";"-69.45611286815232";"0.2617919500355515";"-0.6985627095286229"
"1.356e+09";"-2.63870904847191";"-70.38486119446036";"0.24775161678954752";"-0.6951860672468881"
"1.36e+09";"-2.7750240707635303";"-72.4629196783887";"0.21891777080848063";"-0.6927548562638872"
"1.364e+09";"-2.548312285929521";"-73.1480512326155";"0.2161882510646226";"-0.7137107044167784"
"1.368e+09";"-2.4411310308099723";"-74.76033849306157";"0.19845552722479137";"-0.7284443751927869"
"1.372e+09";"-2.5103538954767837";"-75.5696149210976";"0.18665363917572442";"-0.7253707179860266"
"1.376e+09";"-2.507631372841532";"-77.43327279323849";"0.16301604738744965";"-0.7312864154495747"
"1.38e+09";"-2.503146102658884";"-78.33821324537683";"0.1515243432306937";"-0.7341488109039664"
"1.384e+09";"-2.552671808576648";"-79.71159880625723";"0.13312365944811672";"-0.7333760684271704"
"1.388e+09";"-2.364841795267001";"-80.63720574684005";"0.12390994997825476";"-0.7515075707797165"
"1.392e+09";"-2.1926109944576764";"-81.2187528119044";"0.11860458723835803";"-0.7678011423815245"
"1.396e+09";"-2.3541656171027676";"-83.66041420581743";"0.08420608064019458";"-0.7579277579041289"
"1.4e+09";"-2.357140282986033";"-83.62949184679117";"0.08458614640826694";"-0.7576226934713082"
"1.404e+09";"-2.3459074235578004";"-84.67599595126045";"0.07082640781923175";"-0.7600234480306199"
"1.408e+09";"-2.358037771149852";"-84.86266057117881";"0.06825455861618585";"-0.7591891680948379"
"1.412e+09";"-2.3408333446888028";"-84.75989941074924";"0.06975409699977445";"-0.7605705271529933"
"1.416e+09";"-2.2872567309133993";"-87.66591803434862";"0.03129756183498123";"-0.7678505503012725"
"1.42e+09";"-2.2301064047576773";"-87.05856459650802";"0.0396954361003684";"-0.7725420416709186"
"1.424e+09";"-2.3508846340602023";"-87.76047759973441";"0.02981109684291742";"-0.7622965021011889"
"1.428e+09";"-2.455887390683315";"-88.56092880326644";"0.018928648917847103";"-0.7534746247326154"
"1.432e+09";"-2.547117275056661";"-89.10635956870422";"0.011632329752806382";"-0.7457466475403627"
"1.436e+09";"-2.62270285285556";"-90.57281454794624";"-0.007391779950001101";"-0.7393382124235658"
"1.44e+09";"-2.5394186772912146";"-91.74714045471728";"-0.022759721687917286";"-0.7461516808346818"
"1.444e+09";"-2.705058646903322";"-91.2344225637555";"-0.01577809941234869";"-0.7322278875888482"
"1.448e+09";"-2.656136133876237";"-92.44414116586853";"-0.031409796460346195";"-0.7358646216376414"
"1.452e+09";"-2.8418512645394465";"-92.62717653365456";"-0.03304622586882496";"-0.7201960374352472"
"1.456e+09";"-2.751655334422945";"-94.31227136404237";"-0.05477603478894937";"-0.7264170424958845"
"1.46e+09";"-2.8819542335450627";"-95.65586695858006";"-0.07072505467168776";"-0.7141392170700284"
"1.464e+09";"-2.6880547270932604";"-95.6212975569469";"-0.07188102444985835";"-0.7303040834463803"
"1.468e+09";"-2.816774991803872";"-96.39894690840767";"-0.08058309093346909";"-0.7185336612856605"
"1.472e+09";"-2.796832633065634";"-98.90616227404121";"-0.11219564842289231";"-0.7159626284471264"
"1.476e+09";"-2.9452434404000263";"-99.7631528175698";"-0.12080963108979083";"-0.7021049217562376"
"1.48e+09";"-3.0025805585742815";"-101.36702941589856";"-0.13948986261232046";"-0.6938530803279817"
"1.484e+09";"-2.8172970038632683";"-101.33058245779779";"-0.14204644338395017";"-0.7089035415119787"
"1.488e+09";"-2.8306204821918706";"-103.37308911277273";"-0.16696585824761634";"-0.7023123627244029"
"1.492e+09";"-2.7111326481541";"-104.23703901999714";"-0.17999564743834728";"-0.7094071509814623"
"1.496e+09";"-2.743677444413148";"-104.94091702723567";"-0.18799120708224865";"-0.7044978257734121"
"1.5e+09";"-2.616479043969005";"-106.49595990652054";"-0.21009439016577408";"-0.7094504720097431"
