"Freq [GHz]","dB(ActiveS(1:1)) [] - largo_parche='10mm'","dB(ActiveS(1:1)) [] - largo_parche='11mm'","dB(ActiveS(1:1)) [] - largo_parche='12mm'","dB(ActiveS(1:1)) [] - largo_parche='13mm'","dB(ActiveS(1:1)) [] - largo_parche='14mm'","dB(ActiveS(1:1)) [] - largo_parche='15mm'","dB(ActiveS(1:1)) [] - largo_parche='16mm'","dB(ActiveS(1:1)) [] - largo_parche='20mm'","dB(ActiveS(1:1)) [] - largo_parche='30mm'","dB(ActiveS(1:1)) [] - largo_parche='40mm'","dB(ActiveS(1:1)) [] - largo_parche='42.46mm'","dB(ActiveS(1:1)) [] - largo_parche='50mm'","dB(ActiveS(1:1)) [] - largo_parche='60mm'"
2,-0.334349686587783,-0.389834170298055,-0.357561974452645,-0.423883853755402,-0.206673864477491,-0.262454193544191,-0.305946143989374,-0.2532747270519,-0.535777590272201,-0.103806145260125,-0.364489219424851,-0.137524531183066,-2.97504886003842
2.01,-0.295785017188289,-0.336134232602485,-0.312404881964169,-0.475788553363435,-0.18753585791105,-0.231307759161426,-0.268369506912124,-0.221634395737683,-0.405126341153657,-0.100916668765503,-0.310839307536855,-0.127932078245187,-3.52142103759347
2.02,-0.264853991346228,-0.294207476989653,-0.276564247112904,-0.539645045018072,-0.171802745563234,-0.206606380034314,-0.238658139773181,-0.196965589501227,-0.321577906534756,-0.0986152758664764,-0.271172183714362,-0.120312722266402,-2.93940272481682
2.03,-0.239580271792021,-0.260908128566386,-0.247690290038208,-0.619279381176472,-0.15873692845024,-0.186724271555152,-0.214791992899612,-0.177395120477247,-0.265713184986008,-0.0968184165427408,-0.241172769822988,-0.11422026770473,-2.0167827081429
2.04,-0.218765888191992,-0.234072467078143,-0.224124747438046,-0.720136837679845,-0.147790256971233,-0.170515161903475,-0.195445922590503,-0.161697794291059,-0.226823852870027,-0.0954617783736601,-0.218062855283947,-0.109331234263519,-1.36021212409321
2.05,-0.201469885432096,-0.212169523898986,-0.204672412020967,-0.850150347042266,-0.13854887770497,-0.157153360825448,-0.179407290650117,-0.14884287433127,-0.198816611067049,-0.094496062542335,-0.199995703787782,-0.1054079973301,-0.962968173299338
2.06,-0.186903835064105,-0.194088142479636,-0.188455384507865,-1.02118101847467,-0.130695826224527,-0.146032601994783,-0.16615778413095,-0.138310670103309,-0.178058880047034,-0.0938844328292806,-0.18570749347307,-0.102272678923077,-0.723918280284229
2.07,-0.174758128143368,-0.179023720306345,-0.174817807302434,-1.25149085827836,-0.123985271758396,-0.13670013839892,-0.154980892608428,-0.129525510637464,-0.162328636634749,-0.0936005015906897,-0.174311352368568,-0.0997908704338362,-0.575702621798363
2.08,-0.164390551937738,-0.166361101626531,-0.163262166552687,-1.57012401912289,-0.118224150432161,-0.128812473105924,-0.145541818977951,-0.122182207377382,-0.150156384356173,-0.0936272831098555,-0.165174078307552,-0.0978599173752733,-0.481102678159816
2.09,-0.155590273698394,-0.155653043539183,-0.153405823271461,-2.02499322427924,-0.11325936049069,-0.122105502886537,-0.137541439921203,-0.116011948705101,-0.140607242834925,-0.093956961308692,-0.157830910088765,-0.0964011409208806,-0.419844499923492
2.1,-0.148041067202648,-0.146513636269649,-0.144950789294972,-2.69848129205502,-0.108968267525596,-0.116373568994102,-0.130706173857255,-0.110787891300021,-0.133040824557957,-0.0945911512667817,-0.151938419412013,-0.0953541657189305,-0.380646649912626
2.11,-0.141614189840183,-0.138695514807439,-0.137662350978088,-3.7394652254424,-0.105251762648771,-0.111454684884104,-0.124833375847146,-0.106345558459372,-0.126982782057696,-0.0955425819152544,-0.147238658719875,-0.0946731451383144,-0.357123926756675
2.12,-0.136102041315483,-0.131957543018743,-0.131353715558581,-5.43646662600414,-0.102029097655632,-0.107219935787596,-0.119785599426017,-0.102573137390515,-0.122113988216011,-0.0968379170046942,-0.143534690960178,-0.094324302769784,-0.345720867869008
2.13,-0.131413667848476,-0.126150035763734,-0.125874816733157,-8.42877375268437,-0.099234029676209,-0.103565787250146,-0.115431866049232,-0.0993492261651523,-0.11818857620223,-0.0985230045306327,-0.140675494314835,-0.0942845795978569,-0.344677298210985
2.14,-0.127394453566935,-0.121139011573482,-0.121104054283825,-14.7557950135262,-0.0968118514706679,-0.100408374672717,-0.111658047243649,-0.0965975517360748,-0.115033687759616,-0.100671816343978,-0.138544440185445,-0.0945410155624686,-0.353549160952669
2.15,-0.123984519423602,-0.116780805560276,-0.116942115161561,-28.6740719343024,-0.0947170911872694,-0.0976792152973469,-0.108389811004817,-0.0942523734200081,-0.112508223577261,-0.103402130770353,-0.137051211076702,-0.0950867679486906,-0.373076576778342
2.16,-0.121106595590493,-0.112996196941269,-0.113307305373767,-12.0277313123556,-0.0929117714938737,-0.095322016160595,-0.105587934427244,-0.0922681084355706,-0.110528976183588,-0.106903307599546,-0.136125623417346,-0.0958974043028124,-0.405340254373325
2.17,-0.118701535572598,-0.109708128845287,-0.110131981631279,-7.2942497359152,-0.0913640255566929,-0.0932902121051914,-0.103158357959222,-0.090580841972914,-0.108994967891813,-0.111486565148916,-0.135713994089077,-0.0968976682589048,-0.454261642691838
2.18,-0.116727392566581,-0.106859908107005,-0.107359805441083,-4.85795439771718,-0.0900469908718431,-0.0915450497992229,-0.101075268815055,-0.0891840507623147,-0.107856788957229,-0.117677176469063,-0.135775225460814,-0.098053263011975,-0.52664303307324
2.19,-0.115141996327363,-0.104391144661671,-0.104943597113289,-3.42964853325546,-0.0889379537116511,-0.090054125255313,-0.0992885682126867,-0.0879995740383187,-0.10706049715199,-0.126378447221083,-0.136279354641995,-0.0994396151848356,-0.63418286058316
2.2,-0.113911656112143,-0.102265440904841,-0.102843659986745,-2.53297985891513,-0.0880176579049626,-0.0887902267822763,-0.0977808548504567,-0.0870538529112174,-0.106569779485046,-0.139113751668793,-0.137205459486639,-0.101110286445078,-0.797337976642349
2.21,-0.113008753215328,-0.100442976511799,-0.101026449817897,-1.94124170646101,-0.0872697395816121,-0.0877304128320296,-0.0965155659387072,-0.0862928537237053,-0.10636019422797,-0.158061840700607,-0.138540384587357,-0.103078953210975,-1.05252499662354
2.22,-0.112414466541408,-0.0988896659848904,-0.0994635174096695,-1.53441695522866,-0.0866802821882203,-0.0868552884919223,-0.095471163853616,-0.0857085333132648,-0.106381962917468,-0.184073848542182,-0.140279038346398,-0.105355023453871,-1.46355879561691
2.23,-0.112117066172877,-0.0975834627986349,-0.0981306600950752,-1.24484316766543,-0.0862374421234886,-0.0861484159984234,-0.0946300985680488,-0.0852845629081561,-0.106657297959291,-0.208406533539877,-0.14242198472244,-0.107956586544296,-2.12544265961293
2.24,-0.112101053324551,-0.0965008836256426,-0.0970072374166809,-1.03251286329381,-0.0859311532820307,-0.0855958470101362,-0.0939753853035987,-0.0850088934633453,-0.107147405864818,-0.210581971573146,-0.144978509106666,-0.11090966440182,-3.06988345726761
2.25,-0.112299691950447,-0.0956238962449729,-0.096075614613523,-0.872796035240276,-0.0857528805170288,-0.0851857422621297,-0.0935020306696084,-0.0848952249699268,-0.107851315898545,-0.191498619118339,-0.147964843946544,-0.114250664299939,-3.83760847799731
2.26,-0.112785009909507,-0.0949358071538659,-0.0953207108338549,-0.749981805130038,-0.0856953975871261,-0.0849080398446951,-0.0931724292111431,-0.0848601815570105,-0.108748713737118,-0.171704821263107,-0.151405607983514,-0.118025802481211,-3.54186113379537
2.27,-0.113525903972468,-0.0944235091106992,-0.0947296280112048,-0.653727394888379,-0.0857526886830307,-0.0847542717464701,-0.0930021612933347,-0.0849700206340223,-0.109854214803495,-0.159219853691137,-0.155337981612806,-0.122293875719738,-2.59489781607714
2.28,-0.11450512496945,-0.0940753491470322,-0.0942913438654462,-0.577029809816799,-0.085919722959584,-0.084717264756521,-0.0929768261754418,-0.0851979858137571,-0.111155359684585,-0.152990198744684,-0.159813238237067,-0.127129116737383,-1.8093776722616
2.29,-0.11573761544691,-0.0938795499511682,-0.0939964630766126,-0.515026942405604,-0.0861923436263856,-0.0847909745468301,-0.0930969669414451,-0.0855490114089724,-0.11266868539159,-0.150866710945459,-0.164905548262247,-0.132625490990659,-1.310324085998
2.3,-0.11722684124583,-0.0938346065310844,-0.0938370062368263,-0.464266511408121,-0.086567260419374,-0.0849704288578631,-0.0933309199645433,-0.0859766437660301,-0.114368028339964,-0.151391201952791,-0.170721071505982,-0.138902756316165,-0.989681703189072
2.31,-0.118955097866645,-0.0939231874210947,-0.093806239288674,-0.42224734284049,-0.0870418931183967,-0.0852515315224777,-0.0936898002833736,-0.0865013915156074,-0.116299317091391,-0.153722630305511,-0.177420361160058,-0.146114993898507,-0.76781780992162
2.32,-0.120950347347024,-0.0941540538132726,-0.0938985300338125,-0.38712439181268,-0.0876143403977049,-0.0856309977180549,-0.0941892532496461,-0.0871582240662956,-0.118453467291375,-0.157393714848499,-0.185255756895722,-0.154462626473359,-0.615125805107343
2.33,-0.123215860511655,-0.0945106976377681,-0.0941092286301192,-0.357514272721141,-0.0882832998446364,-0.0861062449816634,-0.0947991737995799,-0.0878961265252683,-0.120847250899133,-0.162150330389088,-0.194637542325361,-0.164210324521251,-0.511207840932714
2.34,-0.125764143489579,-0.0949955020809589,-0.0944345727377239,-0.33236435930275,-0.0890480786185638,-0.0866753805719422,-0.0955344400170526,-0.088736044442526,-0.123515041221755,-0.167862421783693,-0.206237150456122,-0.175713112418134,-0.43943149622381
2.35,-0.128616200021747,-0.0956012445239618,-0.0948716019715865,-0.310862972173792,-0.0899084902383018,-0.0873370744314986,-0.0964153326144487,-0.0897036080742894,-0.126490679597735,-0.174475705432828,-0.221025763583561,-0.189455518577214,-0.38874839073541
2.36,-0.131771783596765,-0.0963359513370239,-0.0954180966527958,-0.29237666719949,-0.0908648703504141,-0.0880905582822048,-0.0973700719703221,-0.0907127362689478,-0.129783071782622,-0.181986222846705,-0.239609908431873,-0.206111903639049,-0.352299472655955
2.37,-0.135235319386274,-0.0971914503302298,-0.0960725206843091,-0.276405590018757,-0.091918104494174,-0.0889356334534183,-0.0984899655060449,-0.0918750500701848,-0.133484397728638,-0.190426301463404,-0.259118591711376,-0.226643180176799,-0.32580363692437
2.38,-0.139086111499312,-0.0981687819306628,-0.0968339808981358,-0.262551383714457,-0.0930694853577788,-0.0898725136363934,-0.0996811694057689,-0.0930743185715601,-0.137662847382241,-0.199857635018212,-0.271306965263147,-0.252450776403887,-0.306518851750534
2.39,-0.143308932165036,-0.09926689306478,-0.0977021919433649,-0.250493687058458,-0.0943208286051309,-0.0909019308401489,-0.101018061124839,-0.0944006531129354,-0.142428796201575,-0.210368315034862,-0.274976124813036,-0.285636543567293,-0.292639228227978
2.4,-0.147926245097758,-0.100494843515529,-0.0986774515831429,-0.239972726818563,-0.09567442896192,-0.0920250703811676,-0.102486830167298,-0.0958361941723634,-0.14796278003322,-0.222072602729744,-0.278485880882849,-0.329443577817724,-0.282946418855551
2.41,-0.152992500928644,-0.101843654870073,-0.0997606213453612,-0.230776274167572,-0.0971330533049946,-0.0932435565173814,-0.104157940046201,-0.0974630547018859,-0.154446234740481,-0.235112624946611,-0.286111113039986,-0.389028820737125,-0.27660340501203
2.42,-0.158515692808044,-0.103327606968698,-0.100953116505283,-0.222729797929775,-0.098699907537676,-0.0945594040323274,-0.105837545138464,-0.0990475185870492,-0.16232730372918,-0.249661901981707,-0.297940768340764,-0.472819199555211,-0.273028991385183
2.43,-0.164592019134035,-0.104958726298151,-0.102256898438973,-0.215688879947002,-0.100378802870387,-0.095975176197023,-0.107700997562463,-0.100796329650283,-0.172165749270194,-0.265930462016139,-0.313358644942813,-0.594808080624952,-0.27181936526469
2.44,-0.17124954466521,-0.106692357770056,-0.103674478329524,-0.209533373033648,-0.102173982373532,-0.0974937961262971,-0.109721556748389,-0.102675369797655,-0.184959007400581,-0.284172053792068,-0.332017153281705,-0.777768407286224,-0.272697945405775
2.45,-0.178683540277969,-0.108587077986056,-0.105208920871021,-0.204162843104246,-0.104090277430703,-0.099118692160098,-0.111862840574277,-0.104637462110091,-0.202298932598482,-0.304693577414761,-0.353883279886635,-1.05382917602835,-0.275482854665423
2.46,-0.186557764580865,-0.110631573452143,-0.106863856221219,-0.199493031070208,-0.106133121383951,-0.100853795118413,-0.114261320751902,-0.10684235352052,-0.226579729623571,-0.327867511051811,-0.379155298579653,-1.4419319807541,-0.280065732714164
2.47,-0.195455287988544,-0.112831508993053,-0.108643499793238,-0.195452994174295,-0.108308465587763,-0.102703447716097,-0.116748199592083,-0.10908829740714,-0.260204262551411,-0.35414825194269,-0.408215469185893,-1.84754426441244,-0.286398080082946
2.48,-0.205241846097212,-0.115195063057653,-0.110552674661973,-0.191982836618181,-0.110623044681924,-0.104672643203971,-0.119411044717255,-0.111466553697178,-0.300469223250488,-0.384093539034733,-0.441614890211986,-1.97011628866834,-0.294482876775277
2.49,-0.215750627959615,-0.117726831605848,-0.112596841355237,-0.18903201284542,-0.113084169992022,-0.106766813895561,-0.122254912994203,-0.113986851395239,-0.32919584431659,-0.418392861296955,-0.480081178668844,-1.68424659405586,-0.304370093023267
2.5,-0.227505347384432,-0.120448353634418,-0.114782136005134,-0.186557654007095,-0.115700026791525,-0.108992097179476,-0.125378782761062,-0.116750815919934,-0.324741164133043,-0.457905387481783,-0.524553798921268,-1.27866312083868,-0.316155263716513
2.51,-0.240558196750512,-0.1233557194355,-0.117115414683158,-0.184523583967946,-0.118479592861144,-0.111355240533879,-0.128663088805614,-0.119622385876126,-0.298707925439125,-0.503711660607125,-0.576229343118708,-0.961712984983057,-0.329980738456296
2.52,-0.25555477454862,-0.126471201119696,-0.119604304359,-0.182899381848251,-0.121432702737618,-0.113863641277009,-0.132182241125585,-0.122674820449169,-0.274565895272637,-0.557182711680967,-0.63663699901836,-0.753712489244913,-0.34603945480705
2.53,-0.271554861525837,-0.129799537073339,-0.122257263875597,-0.181659366679878,-0.124570268212106,-0.116525531308873,-0.135885662279828,-0.125848261096915,-0.260026477395817,-0.620078211538115,-0.707743076540492,-0.623331370895013,-0.364581382084723
2.54,-0.28917697719163,-0.133389529977821,-0.125083654378963,-0.180782220297168,-0.127904247388228,-0.119349923188005,-0.139960145989059,-0.129336081968289,-0.253607343517646,-0.694680737699582,-0.792098042540189,-0.542684534344575,-0.385923017355459
2.55,-0.309110796569298,-0.137194736886496,-0.128093823163628,-0.180250331294961,-0.131447801940602,-0.122346726898025,-0.144296288913497,-0.133017272701315,-0.252927434098236,-0.783989575995298,-0.893040924965585,-0.49395101567306,-0.410460511649714
2.56,-0.332033041292881,-0.141254798078004,-0.131299189076406,-0.180049407208701,-0.135215409529315,-0.125526821907804,-0.148829892790841,-0.136806541466671,-0.256155009745912,-0.891998270543718,-1.01500591478833,-0.466528422920953,-0.43868751975669
2.57,-0.357810342439905,-0.145636248072465,-0.13471235731386,-0.180168120409775,-0.139223136297979,-0.128902277612649,-0.153762519096157,-0.140916627825113,-0.262206662522119,-1.02410234793622,-1.16395098866141,-0.454186382362286,-0.471219129339345
2.58,-0.386692255676754,-0.150298144576789,-0.138347233321616,-0.180597844829105,-0.143488502673942,-0.132486176459257,-0.159060452440778,-0.145297438691672,-0.270471597814251,-1.18770768306873,-1.34799856154598,-0.453286516006446,-0.50882391928125
2.59,-0.419793327423114,-0.155317074242834,-0.142219173188892,-0.181332410489364,-0.148031020056137,-0.136293069495771,-0.164742535954438,-0.149957715623059,-0.280609447352219,-1.39315337614335,-1.57839816932654,-0.461770617135321,-0.55246718674539
2.6,-0.457712930871338,-0.160691439748846,-0.146345124065981,-0.182367919230956,-0.152872229608683,-0.14033895548955,-0.170843718411565,-0.154921378170392,-0.292455006321099,-1.65514355646247,-1.87097972437894,-0.478602375706377,-0.603369645330332
2.61,-0.500895220465063,-0.166464591850401,-0.150743822478099,-0.183702776368669,-0.158035895028404,-0.144641385985341,-0.177407424773487,-0.16021971717515,-0.305955137301284,-1.995011564511,-2.24841899972171,-0.50346541635713,-0.663087797019838
2.62,-0.551921579786235,-0.172667971033777,-0.155435993598597,-0.185337205730194,-0.163548483894349,-0.149219842706188,-0.184473521073067,-0.165878853035241,-0.321134763095318,-2.44439342724469,-2.74381178757956,-0.536614628489911,-0.733625324334991
2.63,-0.611176926538154,-0.179343376089415,-0.160444594534955,-0.187273661633498,-0.169439241926255,-0.154095705805522,-0.192092846072105,-0.171934991237043,-0.33808436557751,-3.05136884995082,-3.40650105090189,-0.578824246262511,-0.817589370915281
2.64,-0.680711498035541,-0.186532488958601,-0.165795085115333,-0.189516440925129,-0.1757408489495,-0.159292764136461,-0.200904227351013,-0.179003693813332,-0.356944712515724,-3.89118422718238,-4.31180376650958,-0.631410238764342,-0.91841281514994
2.65,-0.763162074785779,-0.194287400239358,-0.17151574189635,-0.192071864944002,-0.182489634848971,-0.164837282594739,-0.209572517424652,-0.185767737048211,-0.377824020783194,-5.08634156559175,-5.57850646950729,-0.696321850508109,-1.04067503311487
2.66,-0.861813006231678,-0.20264941600454,-0.177638029204507,-0.194948239514316,-0.189726251394874,-0.170758479603786,-0.218841005650098,-0.192896296883844,-0.401046538253215,-6.84908688370054,-7.40260499023225,-0.776309273565711,-1.19057210603047
2.67,-0.981024729318995,-0.211726244340756,-0.184197015318651,-0.198155900569419,-0.197496064535373,-0.177088713690192,-0.22929179534663,-0.201000918328384,-0.426818609576059,-9.59066419186609,-10.1260284480719,-0.875194523710463,-1.37661795819911
2.68,-1.12666830922963,-0.221556353974692,-0.191231864382228,-0.201707324345856,-0.205850172134948,-0.18386421449367,-0.24065345317906,-0.209789064764728,-0.455501612334145,-14.2766079739594,-14.2798619276616,-0.998290181521519,-1.61070840139748
2.69,-1.30676972257012,-0.232136439787954,-0.198786397204988,-0.205617196887622,-0.214845913808511,-0.191125307024616,-0.253025780929984,-0.219361529960329,-0.487497693790616,-21.8419993844044,-18.0745224140282,-1.15304555360672,-1.90976820582789
2.7,-1.53248230360375,-0.243816526018154,-0.206909782364444,-0.209902572658731,-0.224547942357932,-0.1989171017006,-0.266533971731694,-0.229864093118124,-0.523277386883064,-15.8312881691373,-14.2995835171312,-1.35004762726572,-2.29835686434336
2.71,-1.81958336821787,-0.256457639043914,-0.215657316223569,-0.214583056174295,-0.235029405284173,-0.207290227082798,-0.281311232951259,-0.241484877626473,-0.563461641135378,-10.4393355409746,-10.1567575741229,-1.6046084212551,-2.81290259808874
2.72,-2.19082889817835,-0.27019665440123,-0.225091189747784,-0.219680948827323,-0.246373171674088,-0.216301534614874,-0.297516359837621,-0.25449417565181,-0.608577229870501,-7.37633027448708,-7.4423061282853,-1.93931321988382,-3.50883268275356
2.73,-2.67975854675974,-0.285371536451304,-0.235281790470755,-0.225221570460167,-0.258673631988901,-0.226015221509985,-0.315337549009849,-0.269265007299696,-0.659633758793292,-5.43992429078883,-5.62494007831593,-2.3882301016823,-4.4732638175933
2.74,-3.33706969808092,-0.301997302593992,-0.246308946416713,-0.231233373938016,-0.272038285383658,-0.236503666296813,-0.334990155133469,-0.286213581360342,-0.717629675652513,-4.14033553706691,-4.36288554764455,-3.00402860737759,-5.84978823023209
2.75,-4.24189780907618,-0.320276625376169,-0.258263249145171,-0.237748692041756,-0.286590354021824,-0.247849051922247,-0.356723268014409,-0.30542950028904,-0.783671645071582,-3.23395003381983,-3.46062076545601,-3.87048709353945,-7.89507174789838
2.76,-5.523696961002,-0.340465087590742,-0.271248011012598,-0.244803556238602,-0.302471301625844,-0.260144720124377,-0.380833831550288,-0.32565350922078,-0.859406501231622,-2.58298418621538,-2.79988930331003,-5.1257577286479,-11.1432494248531
2.77,-7.41184325327853,-0.362791474456207,-0.285381396999555,-0.252438521151458,-0.31984397822142,-0.273496894337522,-0.407677324967241,-0.343889225946457,-0.946591082386458,-2.10380523185448,-2.30580230956717,-7.00994807502621,-17.0483660433268
2.78,-10.3807339708036,-0.387618432685428,-0.30079905769364,-0.260699101428441,-0.338897526606525,-0.28802768180669,-0.437667672432864,-0.358946837854855,-1.04767318292716,-1.74340908773243,-1.92936449471048,-9.97421237614951,-23.3409061327914
2.79,-15.8043234786441,-0.415299184814885,-0.317657016408855,-0.269636351121734,-0.359851585764234,-0.303877111156814,-0.471301756798423,-0.373684021534685,-1.1655087468308,-1.46714893080064,-1.63771568156885,-14.8251206694557,-14.5085707060502
2.8,-38.5646612914718,-0.446306924807535,-0.336135986714516,-0.279307729748965,-0.382960833193646,-0.321205115378743,-0.509183463249472,-0.390955128821708,-1.30383004083321,-1.25180246546409,-1.40834758756288,-18.1654198378409,-9.83791630344834
2.81,-17.0296206877217,-0.481047430231742,-0.356445492909617,-0.28977747379306,-0.408527271410982,-0.34019958175186,-0.552040649349692,-0.411713444856057,-1.46732477051144,-1.08146377144049,-1.22555246444642,-12.7411360100099,-7.11559530513345
2.82,-10.9653192879316,-0.520387029323367,-0.378829851458414,-0.301118179064035,-0.436903200336949,-0.361075795882105,-0.600752464188845,-0.436053388256435,-1.66210050213769,-0.945029668633937,-1.07818198653476,-8.70471932467851,-5.35431488263181
2.83,-7.77560860460763,-0.564932082658615,-0.403575097526952,-0.313411490784659,-0.468507179955304,-0.384086052220838,-0.656416862971383,-0.464011415039367,-1.89597976763564,-0.834621668357514,-0.958193125713413,-6.22333278908022,-4.15120078054757
2.84,-5.77492871699528,-0.61566714468262,-0.431017708158722,-0.326749614210946,-0.503838753191175,-0.409527033362222,-0.720371435351022,-0.49574807880571,-2.17941200753784,-0.744584111229168,-0.859708983006246,-4.61542224523762,-3.29997391145803
2.85,-4.42598913716537,-0.67378803538215,-0.461555477054178,-0.341236695519486,-0.543494590143025,-0.437746873215305,-0.794287817950476,-0.531588021016419,-2.52578752505698,-0.670829294444342,-0.778379258457574,-3.52865949021385,-2.68138455578062
2.86,-3.47770201535942,-0.740789276531882,-0.495661134697409,-0.356990784391141,-0.588191559955303,-0.469156096528727,-0.8802853733019,-0.572023619853842,-2.95332204270961,-0.610420136364905,-0.710960866144173,-2.769664961796,-2.22175383215764
2.87,-2.79079565782554,-0.818447798262208,-0.533899609022871,-0.374145876844638,-0.638802361065094,-0.504246134000189,-0.981028462985841,-0.617682034195415,-3.48615490357871,-0.561306793819413,-0.655019846039674,-2.2246972604406,-1.87364923124757
2.88,-2.28095439060794,-0.909115281363468,-0.576949960167222,-0.392854432772649,-0.696389014125423,-0.543602557285809,-1.09995549655541,-0.669376572307198,-4.15701712276985,-0.522182243907226,-0.608733088431105,-1.82375764128853,-1.60562156632173
2.89,-1.89448612069086,-1.01573588107059,-0.625633523658826,-0.413290413701885,-0.762257269746299,-0.587930522184546,-1.2414942078213,-0.728097053230848,-5.01008946141231,-0.49243998715643,-0.57075344942108,-1.52232979001874,-1.39631695816728
2.9,-1.5960173525579,-1.14211693161179,-0.680950285538187,-0.435652802339877,-0.838023957312379,-0.638083977149243,-1.4114539446933,-0.79507817533224,-6.10520397541865,-0.472234632299636,-0.540115143504465,-1.29132093945827,-1.23093565027726
2.91,-1.36162318697118,-1.29322000887527,-0.744126223133574,-0.460169811747896,-0.92570695722911,-0.695103800769654,-1.61753307865544,-0.871852746332416,-7.52031234650413,-0.462658708359839,-0.516180990805164,-1.11125082109056,-1.099032919572
2.92,-1.17475778278923,-1.47558213277784,-0.816675620591373,-0.487103949808832,-1.02784612566008,-0.76026773890261,-1.87002710358003,-0.960304905638896,-9.34292696007912,-0.46598423334736,-0.498612739965955,-0.968780823564487,-0.993119327984676
2.93,-1.02374926841306,-1.69792445795081,-0.900483427819272,-0.516758087544936,-1.14766732374573,-0.835156266473269,-2.1829443737535,-1.0628094639383,-11.5890257997331,-0.485634555057271,-0.487376795188148,-0.854588495157939,-0.907751294372651
2.94,-0.900213751314786,-1.97204517264256,-0.997915615717854,-0.549482755474624,-1.28930669794884,-0.921739808630544,-2.57556364316806,-1.18234126821382,-13.7880952987666,-0.524437227627709,-0.482776801675469,-0.762033026780798,-0.838929521296673
2.95,-0.798027994180209,-2.31417459613827,-1.1119681778977,-0.585684905222546,-1.45812094710416,-1.02249557454966,-3.07486963648029,-1.32267885029287,-14.2729099170556,-0.577396970214403,-0.48552985885921,-0.686301548149316,-0.783694826340378
2.96,-0.712650525027788,-2.74646567581602,-1.24647033197989,-0.625838538556589,-1.6611239393001,-1.14056752627008,-3.71929981296889,-1.4886398528712,-12.4698880593239,-0.618395159144939,-0.496909141086009,-0.623850791549939,-0.739853294658199
2.97,-0.64066476406191,-3.30108836581069,-1.40636473505533,-0.670497513952346,-1.90759456349951,-1.27997696946743,-4.56496197458437,-1.68646409485889,-10.1473650103009,-0.608128152563191,-0.518969947038482,-0.572034912625031,-0.705787722239674
2.98,-0.579466328275131,-4.0239663779723,-1.59809817636806,-0.720311213346264,-2.20997646032607,-1.44593314062645,-5.69638770529423,-1.92426207679204,-8.17459775774186,-0.543860883927578,-0.554942321233078,-0.528854048293701,-0.680328278884325
2.99,-0.527045608802624,-4.98363564623118,-1.83017291967923,-0.776043373155557,-2.58515630302757,-1.64524162648967,-7.24746157781778,-2.21271058810104,-6.63079931604306,-0.462819087462651,-0.609866219824407,-0.492779957098676,-0.662664807621677
3,-0.481834338126137,-6.2866048872655,-2.11393522192344,-0.838595163197277,-3.05639782035257,-1.88690251026416,-9.44718581268812,-2.56601470303059,-5.43688226539866,-0.392405527811662,-0.691611476390136,-0.462634828376975,-0.652289756516585
